Identifier,Year,Company Name,MATCH,Country of Headquarters,IPO Date,TRBC Economic Sector Name,Balance Sheet Period End Date,Balance Sheet Accounting Standard,Total Assets,Total Equity,Price Close,Common Shares - Outstanding,Net Income Before Extraordinary Items,Net Cash Flow from Operating Activities,Common Equity,Book Value Per Share,YTD Total Return,NI,NI CHANGE,LOSS,NI PER LAGGED PRICE,NI CHANGE PER LAGGED PRICE,NI PER LAGED TA,CASH FLOW PER LAGGED TOTAL ASSETS
ELE.MC,2022,Endesa SA,CEZP.PR,Spain,24/07/1997,Utilities,2022,IFRS,53467465753.42,5950342465.75,18.87,1058497507,2719392123.29,1789383561.64,5950342465.75,5.62,-8.2%,2.5691058366281063,1.0280818109437595,0,0.11233519180708816,0.044953293001476144,3.935470252106016e-11,0.03938273478363312
ELE.MC,2021,Endesa SA,CEZP.PR,Spain,24/07/1997,Utilities,2021,IFRS,45435736534.57,6115999363.39,22.87,1058589659,1631312097.86,2979560284.66,6115999363.39,5.78,-1.6%,1.5410240256843468,0.06711878336228327,0,0.05644776650858413,0.0024585634931239293,4.485662969382045e-11,0.07609207039733612
ELE.MC,2020,Endesa SA,CEZP.PR,Spain,24/07/1997,Utilities,2020,IFRS,39157303370.79,8933805569.13,27.3,1058669318,1702491450.9,3604054714.22,8933805569.13,8.44,0.3%,1.60814280904663,1.4270889638905406,0,0.060297818111984626,0.053509147502457464,4.9868735364072505e-12,0.10052947213554757
ELE.MC,2019,Endesa SA,CEZP.PR,Spain,24/07/1997,Utilities,2019,IFRS,35850727529.54,8618254377.51,26.67,1058752117,191691141.85,3565903638.77,8618254377.51,8.06,25.5%,0.18105384515608955,1.3539127160961324,0,0.007841223263581184,0.05863632378069001,4.122703467234627e-11,0.0982178007555137
ELE.MC,2018,Endesa SA,CEZP.PR,Spain,24/07/1997,Utilities,2018,IFRS,36306083126.89,10364482980.09,23.09,1058752117,1625149096.25,2775483989.36,10364482980.09,9.8,20.9%,1.5349665612522219,0.12266160880790933,0,0.07166043703325031,0.005726499010640024,5.092816264086284e-11,0.0745455813503449
ELE.MC,2017,Endesa SA,CEZP.PR,Spain,24/07/1997,Utilities,2017,IFRS,37232038963.06,10911577356.32,21.42,1058752117,1755017334.25,2924629023.16,10911577356.32,10.29,-5.0%,1.6576281700601312,0.25655479410956405,0,0.07833781522023305,0.012124517680036109,4.4114288777874474e-11,0.08985488135754668
ELE.MC,2016,Endesa SA,CEZP.PR,Spain,24/07/1997,Utilities,2016,IFRS,32548359966.36,9411269974.77,21.16,1058752117,1483389402.86,3148654331.37,9411269974.77,8.87,19.2%,1.4010733759505671,0.2871238668512621,0,0.0696358536754755,0.014270569923024955,2.9998904147016465e-11,0.0991387380703908
ELE.MC,2015,Endesa SA,CEZP.PR,Spain,24/07/1997,Utilities,2015,IFRS,31760080798.43,9813099336.45,20.12,1058752117,1179396400.99,2884416980.7,9813099336.45,9.27,17.2%,1.113949509099305,0.78031813079246,0,0.05564183362134391,0.03897692961001299,4.3377981838438404e-12,0.07767798074978291
ELE.MC,2014,Endesa SA,CEZP.PR,Spain,24/07/1997,Utilities,2014,IFRS,37133006713.85,10374402709.73,20.02,1058752117,353232928.08,4492832516.78,10374402709.73,9.8,44.6%,0.333631378306845,0.1882305584943638,0,0.019800081798625812,0.011170953026371737,1.8748883825967114e-12,0.05841477150772837
ELE.MC,2013,Endesa SA,CEZP.PR,Spain,24/07/1997,Utilities,2013,IFRS,76912609615.97,28206009291.59,16.85,1058752117,153943425.79,6197597382.96,28206009291.59,26.64,38.1%,0.14540081981248118,2.3893384279863503,0,0.012416807840519314,0.204042564302848,3.3345584525546465e-11,0.07991566586976041
ELE.MC,2012,Endesa SA,CEZP.PR,Spain,24/07/1997,Utilities,2012,IFRS,77551720498.21,27249577791.85,11.71,1058752117,2683660544.65,6922894236.86,27249577791.85,18.49,11.2%,2.5347392477988313,0.16979411249668352,0,0.23491559293779718,0.015736247682732487,3.230290013243677e-11,0.09107364993740562
ELE.MC,2011,Endesa SA,CEZP.PR,Spain,24/07/1997,Utilities,2011,IFRS,76014239482.2,24972168284.79,10.79,1058752117,2863430420.71,7557281553.4,24972168284.79,16.95,-13.7%,2.704533360295515,2.5123406124721823,0,0.2006330385975901,0.18637541635550314,6.079868541064505e-11,0.09026404143357004
ELE.MC,2010,Endesa SA,CEZP.PR,Spain,24/07/1997,Utilities,2010,IFRS,83724165607.65,23779011437.36,13.48,1058752117,5523376362.79,7899137181.46,23779011437.36,16.14,-15.1%,5.216873972767697,0.5789782164657522,0,0.28902348879599427,0.03207635548286716,5.6859804006856437e-11,0.09205841640378484
ELE.MC,2009,Endesa SA,CEZP.PR,Spain,24/07/1997,Utilities,2009,IFRS,85805703487.37,20367348107.43,18.05,1058752117,4910381950.41,7110748439.56,20367348107.43,13.82,17.3%,4.637895756301945,1.6211625411750656,0,0.2191822191068972,0.07661448682301822,3.5334058684064737e-11,0.0871765524410634
ELE.MC,2008,Endesa SA,CEZP.PR,Spain,24/07/1997,Utilities,2008,IFRS,81567213206.41,23873023860.44,21.16,1058752120,3193972686.99,7448875470.01,23873023860.44,16.2,-17.3%,3.0167332151268793,0.12030586860191361,0,0.10724256008271879,0.004276781677991952,4.05809349110737e-11,0.08724636360545852
ELE.MC,2007,Endesa SA,CEZP.PR,Spain,24/07/1997,Utilities,2007,IFRS,85377489240.64,17490699540.45,28.13,1058752117,3066598584.87,6687577503.83,17490699540.45,11.87,5.9%,2.8964273465249657,0.009845140030777078,0,0.11646269990048112,0.00039586409452260063,4.403465123783869e-11,0.09369755043960905
ELE.MC,2006,Endesa SA,CEZP.PR,Spain,24/07/1997,Utilities,2006,IFRS,71374091131.02,14899513070.56,24.87,1058752120,3056175030.68,5117377706.81,14899513070.56,10.11,77.0%,2.8865822064941886,0.6718602505088729,0,0.20856807850391537,0.04854481578821336,5.56271544871286e-11,0.07806531269565033
ELE.MC,2005,Endesa SA,CEZP.PR,Spain,24/07/1997,Utilities,2005,IFRS,65552516605.69,13722634651.13,13.84,1058752120,3767508495.25,3980629654.63,13722634651.13,9.31,33.8%,3.5584424570030615,1.9538914250391302,0,0.28697116588734367,0.15757188911605888,1.3909528568598232e-11,0.06222697245486408
ELE.MC,2004,Endesa SA,CEZP.PR,Spain,24/07/1997,Utilities,2004,IFRS,63969521536.94,11833453095.98,12.4,1058752120,1698821806.74,4945971229.85,11833453095.98,8.03,18.6%,1.6045510319639313,0.04180913219018523,0,0.15933972512054928,0.004151850267148483,3.0905154383725675e-11,0.0428756248636472
ELE.MC,2003,Endesa SA,CEZP.PR,Spain,24/07/1997,Utilities,2003,Spanish,115356248348.08,11076988911.68,10.07,1056662460,1651290700.16,3174203617.23,11076988911.68,7.53,44.1%,1.5627418997737461,0.29103098648894954,0,0.25410437394695057,0.04732211162421943,1.4522367608910055e-11,0.06277380343489634
ELE.MC,2002,Endesa SA,CEZP.PR,Spain,24/07/1997,Utilities,2002,Spanish,50565736717.26,8441967378.3,6.15,1048192200,1332997459.96,4901652077.17,8441967378.3,5.79,-33.7%,1.2717109132847966,0.013091492025572249,0,0.15584692564764663,0.0016043495129377755,1.3927294917373731e-11,0.055974665792381154
ELE.MC,2001,Endesa SA,CEZP.PR,Spain,24/07/1997,Utilities,2001,Spanish,87569117345.89,7707307517.65,8.16,1046307130,1316902474.42,1458476168.43,7707307517.65,5.29,0.2%,1.2586194212592243,0.0030654184053251488,0,0.14000216031804497,0.00034098091271692423,2.5078040849386656e-11,0.016138816376568752
ELE.MC,2000,Endesa SA,CEZP.PR,Spain,24/07/1997,Utilities,2000,Spanish,90370702187.77,8138554171.57,8.99,1055489310,1325223828.14,2102480606.55,8138554171.57,5.54,-5.2%,1.2555540028538992,0.03550429240343944,0,0.1201487084070717,0.0033975399429128656,1.7964774294208264e-11,0.04199428651914348
ELE.MC,1999,Endesa SA,CEZP.PR,Spain,24/07/1997,Utilities,1999,Spanish,50065872784.66,9381555228.84,10.45,1054866120,1286989104.27,6580908542.72,9381555228.84,6.39,-10.7%,1.2200497104504597,0.01646154589076443,0,0.08789983504686309,0.0011859903379513276,1.9782586617712708e-11,0.0969014095148153
ELE.MC,1998,Endesa SA,CEZP.PR,Spain,24/07/1997,Utilities,1998,Spanish,67913444971.24,8867661064.03,13.88,1040020000,1285996436.82,3312241198.97,8867661064.03,6.39,85.9%,1.2365112563412242,0.17794730640756895,0,0.13168383986594506,0.018950724857036097,1.6226088063105252e-11,0.05299159072054464
SJG.L,2003,Schroder Japan Trust PLC,PVTP.PR,United Kingdom,07/06/1994,Financials,2003,UK,177566497.07,143619179.49,1.28,125003500,-5686868.04,-805049.27,143619179.49,1.15,29.4%,-0.04549367049722608,0.20883714343998366,1,-0.0511164837047484,0.23464847577526254,-1.3118631084490745e-09,-0.004494208454212605
SJG.L,2002,Schroder Japan Trust PLC,PVTP.PR,United Kingdom,07/06/1994,Financials,2002,UK,179130380.4,144985068.56,0.89,125003500,-31792241.9,-1296142.84,144985068.56,1.16,-17.5%,-0.25433081393720974,0.022228149451815393,1,-0.2621967153991853,0.022915617991562262,-1.135523093072753e-09,-0.0066856310045710935
SJG.L,2001,Schroder Japan Trust PLC,PVTP.PR,United Kingdom,07/06/1994,Financials,2001,UK,193869933.76,161072725.98,0.97,125003500,-34570838.38,-1259348.96,161072725.98,1.29,-17.0%,-0.27655896338902514,0.4435473813460877,1,-0.22856112676778936,0.36656808375709726,7.063815616082249e-10,-0.005170759279660733
SJG.L,2000,Schroder Japan Trust PLC,PVTP.PR,United Kingdom,07/06/1994,Financials,2000,UK,243552037.89,205856605.36,1.21,125000400,20873619.04,-2170556.58,205856605.36,1.65,-25.6%,0.16698841795706254,0.4991162991629374,0,0.09542195311832145,0.28520931380739284,4.81975072945282e-09,-0.009181721494802399
SJG.L,1999,Schroder Japan Trust PLC,PVTP.PR,United Kingdom,07/06/1994,Financials,1999,UK,236399740.64,200087534.45,1.75,125000000,83263089.64,-238288.22,200087534.45,1.6,112.7%,0.66610471712,0.99576635712,0,0.7836526083764705,1.1714898319058824,-1.6472411240359003e-09,-0.0017241880933236379
SJG.L,1998,Schroder Japan Trust PLC,PVTP.PR,United Kingdom,07/06/1994,Financials,1998,UK,138203146.7,117746336.2,0.85,125000000,-41207705,-1326645.65,117746336.2,0.94,-1.9%,-0.32966164,0.19371307008,1,-0.383327488372093,0.22524775590697674,-6.891373991780131e-10,-0.006628934054029876
CPRI.MI,2022,Davide Campari Milano NV,TABK.PR,Italy,06/07/2001,Consumer Non-Cyclicals,2022,IFRS,6437607020.55,2864083904.11,10.15,1719503968,356378424.66,395012842.47,2864083904.11,2.54,-25.8%,0.20725652937836084,0.022260246649301346,0,0.014234651743019288,0.0015288630940454222,3.325100566318378e-11,0.06822504898930834
CPRI.MI,2021,Davide Campari Milano NV,TABK.PR,Italy,06/07/2001,Consumer Non-Cyclicals,2021,IFRS,5789850624.1,2696269013.03,14.56,1750097075,323761453.29,532137416.73,2696269013.03,2.39,38.4%,0.1849962827290595,0.05545764574730852,0,0.016114658774308316,0.004830805378685411,2.3894015240484842e-11,0.09564572863983176
CPRI.MI,2020,Davide Campari Milano NV,TABK.PR,Italy,06/07/2001,Consumer Non-Cyclicals,2020,IFRS,5563629702,2438446507.08,11.48,1771534535,229482169.03,303248656.57,2438446507.08,2.15,15.7%,0.12953863698175097,0.17163561230986588,0,0.014219389350356859,0.018840352613596695,5.7304932120485385e-11,0.05593565125099243
